speciesId	compartment	initialConcentration	annotation	Source Mapping	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.56E-88	P01111,  Q02297, P01116, P01112, CHEBI:17552, Q07889, 	pHE4HE4_G2_SOS_RasD	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_HGF__MET__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	9.11E-16	P01111,  P01116, P01112, CHEBI:17552, Q07889, P14210, 	pHGF_Met_Met_G2_SOS_RasD	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.45E-29	P01111,  P01116, P01112, CHEBI:17552, Q07889, P14210, 	pHGF_Met_HGF_Met_G2_SOS_RasD	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.87E-44	P01111,  P01116, P09619, P16234, P01112, CHEBI:17552, Q07889, 	pPPrPPr_G2_SOS_RasD	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1__RAS__GDP_	Cytoplasm	2.79E-41	P01111,  P01116, P09619, P16234, P01112, CHEBI:17552, Q07889, 	pPPrPr_G2_SOS_RasD	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.52E-33	P12034, P01111, Q9NSA1, P21781, P01116, Q9GZV9, O43320, Q92915, P09038, O60258, P08620, P05230, Q9HCT0, O95750, , Q92914,  P31371, P10767, Q9NP95, O76093, P61328, P11487, CHEBI:17552, Q92913, O15520, P01112, Q07889, P55075	pFFrFFr_G2_SOS_HRAS_	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.44E-18	P12034, P01111, Q9NSA1, P21781, P01116, Q9GZV9, O43320, Q92915, P09038, O60258, P08620, P05230, Q9HCT0, O95750, , Q92914,  P31371, P10767, Q9NP95, O76093, P61328, P11487, CHEBI:17552, Q92913, O15520, P01112, Q07889, P55075	pFFrFr_G2_SOS_RasD	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
cyt_prot_p_IGF__IGF1R_IGFLR1__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.63E-21	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P08069, 	pIIrIr_IRS_G2_SOS_RasD	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	3.03E-19	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P06213, 	pINS_Isr_Isr_IRS_G2_SOS_RasD	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.93E-40	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P08069, 	pIIrIrI_IRS_G2_SOS_RasD	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
cyt_prot_p_INS__INSR__INSR__INS_IRS__GRB2__SOS1__RAS__GDP_	Cytoplasm	1.39E-36	Q9Y4H2, P01111,  P01116, P35568, CHEBI:17552, P01112, P06213, 	pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
cyt_mixed_p_EGF__EGFR__ERBB2__PLCG__PIP2_	Cytoplasm	2.69E-17	P00533, CHEBI:18348, P04626, P01133	pEE1E2_PLCg_PIP2	EGF, EGFR, ERBB2, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000124181	ENSG00000197943							
cyt_mixed_p_EGF__EGFR__EGFRvIII__PLCG__PIP2_	Cytoplasm	9.92E-29	P00533, CHEBI:18348, P01133	pEE1Ev3_PLCg_PIP2	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_mixed_p_EGF__EGFR__EGFR__PLCG__PIP2_	Cytoplasm	6.69E-17	P00533, CHEBI:18348, P01133	pEE1E1_PLCg_PIP2	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_mixed_p_EGF__EGFR__EGF__EGFR__PLCG__PIP2_	Cytoplasm	1.57E-34	P00533, CHEBI:18348, P01133	pEE1EE1_PLCg_PIP2	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_mixed_p_EGF__EGFR__ERBB3__PLCG__PIP2_	Cytoplasm	9.16E-18	P00533, CHEBI:18348, P21860, P01133	pEE1E3_PLCg_PIP2	EGF, EGFR, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	4.75E-33	Q02297, CHEBI:18348, P21860, P01133	pEE1HE3_PLCg_PIP2	EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943						
cyt_mixed_p_EGF__EGFR__ERBB4__PLCG__PIP2_	Cytoplasm	1.10E-45	P00533, CHEBI:18348, Q15303, P01133	pEE1E4_PLCg_PIP2	EGF, EGFR, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	1.18E-60	Q02297, Q15303, CHEBI:18348, P01133	pEE1HE4_PLCg_PIP2	EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943						
cyt_prot_p_ERBB2__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	6.36E-17	Q02297, P04626, CHEBI:18348, P21860	pE2HE3_PLCg_PIP2	ERBB2, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PLCG__PIP2_	Cytoplasm	8.46E-28	Q02297, CHEBI:18348, P21860	pHE3Ev3_PLCg_PIP2	NRG1, ERBB3, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGFR__NRG1__ERBB3__PLCG__PIP2_	Cytoplasm	7.38E-16	P00533, Q02297, CHEBI:18348, P21860	pE1HE3_PLCg_PIP2	EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__ERBB4__PLCG__PIP2_	Cytoplasm	8.81E-45	Q02297, CHEBI:18348, P21860, Q15303	pHE3E4_PLCg_PIP2	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	5.52E-60	Q02297, CHEBI:18348, P21860, Q15303	pHE3HE4_PLCg_PIP2	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_ERBB2__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	2.66E-44	Q02297, CHEBI:18348, P04626, Q15303	pE2HE4_PLCg_PIP2	ERBB2, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PLCG__PIP2_	Cytoplasm	3.55E-55	Q02297, CHEBI:18348, Q15303	pHE4Ev3_PLCg_PIP2	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGFR__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	3.09E-43	P00533, Q02297, CHEBI:18348, Q15303	pE1HE4_PLCg_PIP2	EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_ERBB3__NRG1__ERBB4__PLCG__PIP2_	Cytoplasm	8.17E-45	Q02297, CHEBI:18348, P21860, Q15303	pE3HE4_PLCg_PIP2	ERBB3, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB4__ERBB4__PLCG__PIP2_	Cytoplasm	3.43E-72	Q02297, CHEBI:18348, Q15303	pHE4E4_PLCg_PIP2	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_NRG1__ERBB4__NRG1_ERBB4__PLCG__PIP2_	Cytoplasm	1.18E-87	Q02297, CHEBI:18348, Q15303	pHE4HE4_PLCg_PIP2	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_HGF__MET__MET__PLCG__PIP2_	Cytoplasm	8.24E-14	CHEBI:18348, P14210, P08581	pHGF_Met_Met_PLCg_PIP2	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
cyt_prot_p_HGF__MET__HGF__MET__PLCG__PIP2_	Cytoplasm	1.31E-27	CHEBI:18348, P14210, P08581	pHGF_Met_HGF_Met_PLCg_PIP2	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG__PIP2_	Cytoplasm	4.23E-42	P09619, P16234, P04085, CHEBI:18348, P01133	pPPrPPr_PLCg_PIP2	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PLCG__PIP2_	Cytoplasm	6.32E-39	P09619, P16234, P04085, CHEBI:18348, P01133	pPPrPr_PLCg_PIP2	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
cyt_prot_p_FGF__FGFR__FGF__FGFR__PLCG__PIP2_	Cytoplasm	1.71E-32	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, CHEBI:18348, P11487, Q92914	pFFrFFr_PLCg_PIP2	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
cyt_prot_p_FGF__FGFR__FGFR__PLCG__PIP2_	Cytoplasm	1.17E-16	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, CHEBI:18348, P11487, Q92914	pFFrFr_PLCg_PIP2	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PLCG__PIP2_	Cytoplasm	2.22E-20	Q9Y4H2, P01344, CHEBI:18348, P35568, P05019, P08069	pIIrIr_IRS_PLCg_PIP2	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
cyt_prot_p_INS__INSR__INSR__IRS__PLCG__PIP2_	Cytoplasm	6.84E-18	Q9Y4H2, CHEBI:18348, P06213, P35568, P01308	pINS_Isr_Isr_IRS_PLCg_PIP2	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG__PIP2_	Cytoplasm	2.62E-39	Q9Y4H2, P01344, CHEBI:18348, P35568, P05019, P08069	pIIrIrI_IRS_PLCg_PIP2	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
cyt_prot_p_INS__INSR__INSR__INS__IRS__PLCG__PIP2_	Cytoplasm	3.15E-35	Q9Y4H2, CHEBI:18348, P06213, P35568, P01308	pINS_Isr_Isr_INS_IRS_PLCg_PIP2	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGF__EGFR__ERBB2__PI3K1__PIP2_	Cytoplasm	1.94E-16	P00533, CHEBI:18348, P04626, P01133	pEE1E2_PI3K1_PIP2	EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1__PIP2_	Cytoplasm	3.57E-28	P00533, CHEBI:18348, P01133	pEE1Ev3_PI3K1_PIP2	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__EGFR__PI3K1__PIP2_	Cytoplasm	2.41E-16	P00533, CHEBI:18348, P01133	pEE1E1_PI3K1_PIP2	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1__PIP2_	Cytoplasm	5.64E-34	P00533, CHEBI:18348, P01133	pEE1EE1_PI3K1_PIP2	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__ERBB3__PI3K1__PIP2_	Cytoplasm	2.20E-16	P00533, CHEBI:18348, P21860, P01133	pEE1E3_PI3K1_PIP2	EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1__PIP2_	Cytoplasm	1.14E-31	Q02297, CHEBI:18348, P21860, P01133	pEE1HE3_PI3K1_PIP2	EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_EGF__EGFR__ERBB4__PI3K1__PIP2_	Cytoplasm	1.05E-44	P00533, CHEBI:18348, Q15303, P01133	pEE1E4_PI3K1_PIP2	EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_PIP2_	Cytoplasm	1.13E-59	Q02297, Q15303, CHEBI:18348, P01133	pEE1HE4_PI3K1_PIP2	EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1__PIP2_	Cytoplasm	1.83E-15	Q02297, P04626, CHEBI:18348, P21860	p_EGF__EGFR__NRG1__ERBB4__PI3K1__PIP2	ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1__PIP2_	Cytoplasm	2.03E-26	Q02297, CHEBI:18348, P21860	pHE3Ev3_PI3K1__PIP2	NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1__PIP2_	Cytoplasm	1.77E-14	P00533, Q02297, CHEBI:18348, P21860	pE1HE3_PI3K1_PIP2	EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1__PIP2_	Cytoplasm	3.80E-43	Q02297, CHEBI:18348, P21860, Q15303	pHE3E4_PI3K1_PIP2	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1__PIP2_	Cytoplasm	2.38E-58	Q02297, CHEBI:18348, P21860, Q15303	pHE3HE4_PI3K1_PIP2	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1__PIP2_	Cytoplasm	3.83E-43	Q02297, CHEBI:18348, P04626, Q15303	pE2HE4_PI3K1_PIP2	ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1__PIP2_	Cytoplasm	3.41E-54	Q02297, CHEBI:18348, Q15303	pHE4Ev3_PI3K1_PIP2	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1__PIP2_	Cytoplasm	2.96E-42	P00533, Q02297, CHEBI:18348, Q15303	pE1HE4_PI3K1_PIP2	EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1__PIP2_	Cytoplasm	3.53E-43	Q02297, CHEBI:18348, P21860, Q15303	pE3HE4_PI3K1_PIP2	ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1__PIP2_	Cytoplasm	7.42E-71	Q02297, CHEBI:18348, Q15303	pHE4E4_PI3K1_PIP2	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1__PIP2_	Cytoplasm	2.54E-86	Q02297, CHEBI:18348, Q15303	pHE4HE4_PI3K1_PIP2	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_HGF__MET__MET__PI3K1__PIP2_	Cytoplasm	8.90E-13	CHEBI:18348, P14210, P08581	pHGF_Met_Met_PI3K1__PIP2	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_HGF__MET__HGF__MET__PI3K1__PIP2_	Cytoplasm	1.42E-26	CHEBI:18348, P14210, P08581	pHGF_Met_HGF_Met_PI3K1_PIP2	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1__PIP2_	Cytoplasm	3.63E-41	P09619, P16234, P04085, CHEBI:18348, P01133	pPPrPPr_PI3K1_PIP2	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1__PIP2_	Cytoplasm	5.42E-38	P09619, P16234, P04085, CHEBI:18348, P01133	pPPrPr_PI3K1_PIP2	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
